FlightID,Airline,FlightNumber,ScheduledDeparture,DepartureDelay,ArrivalDelay,Cancelled,CancellationReason,OriginAirport,DestinationAirport
FL1238,IndiGo,FN2800,2022-10-30 08:49:05,27.296708891672992,36.96546121666667,0,Weather,CDG,SIN
FL1239,British Airways,FN9221,2025-11-15 07:25:24,102.36642425365713,124.16004793333333,0,,DEL,JFK
FL1240,ANA,FN6325,2024-11-28 07:32:56,6.162472255577004,-3.17063435,0,Crew,JFK,SIN
FL1241,ANA,FN6804,2024-12-27 12:27:49,-38.19338960772718,-30.141435066666666,0,Technical,LAX,DXB
FL1242,Cathay Pacific,FN5735,2023-09-04 08:11:13,-12.690522358529101,-29.024328,0,Weather,FRA,JFK
FL1243,Cathay Pacific,FN2996,2025-02-21 09:57:22,-9.397186527275796,-20.62040658333333,0,,SIN,SIN
FL1244,IndiGo,FN5712,2022-10-27 10:34:30,60.614249052176945,78.83884540000001,0,,CDG,LAX
FL1245,ANA,FN5442,2023-03-15 07:21:25,9.76082076050148,36.959982849999996,0,,LHR,JFK
FL1246,Qatar Airways,FN1831,2025-04-16 08:42:43,12.32104922942855,4.401786216666666,0,,SIN,MAA
FL1247,Vistara,FN3252,2023-11-08 17:11:58,55.69372231808972,68.77737296666666,0,,HYD,CDG
FL1248,Emirates,FN5706,2024-09-01 17:23:00,-21.11738462979369,-18.9724648,0,Technical,LAX,BLR
FL1249,ANA,FN1611,2025-03-21 08:27:17,-16.268547601542714,-32.01054356666667,0,Weather,MAA,CDG
FL1250,Cathay Pacific,FN1613,2024-10-11 06:47:00,37.78532642594924,71.42657603333333,0,,DXB,BLR
FL1251,Lufthansa,FN9901,2023-11-18 10:21:38,-31.95702721457424,-18.512488666666666,0,,MAA,FRA
FL1252,Delta Airlines,FN3662,2023-01-30 04:06:04,-9.51927707365481,-11.826157833333333,0,Crew,JFK,BLR
FL1253,Japan Airlines,FN4164,2023-11-22 10:44:29,-7.7718177271660736,-15.731679266666667,0,Weather,CDG,MAA
FL1254,American Airlines,FN2562,2023-11-03 03:09:28,11.45564883834481,3.9913971,0,Weather,FRA,CDG
FL1255,Lufthansa,FN5374,2024-02-25 08:34:30,18.113704773395163,22.36013313333333,0,Technical,BLR,JFK
FL1256,Qatar Airways,FN2017,2025-08-31 13:05:27,2.8315585940077073,-5.781896333333333,0,,MAA,FRA
FL1257,Vistara,FN5833,2025-12-11 11:19:20,-7.303139917049982,9.027728466666668,0,Technical,JFK,MAA
FL1258,United Airlines,FN7813,2024-07-20 22:03:15,25.02751562873142,15.36418695,0,,FRA,HYD
FL1259,Turkish Airlines,FN2341,2023-03-24 09:00:35,12.979969162876776,29.25077601666667,0,,JFK,HKG
FL1260,IndiGo,FN9972,2025-03-01 04:05:07,-40.082158433641155,-26.93175555,0,,JFK,LAX
FL1261,Vistara,FN4365,2024-12-01 16:05:12,-9.8787127683754,3.6802672666666667,0,,HYD,FRA
FL1262,KLM,FN7806,2024-07-17 04:48:14,-12.897774696275505,-34.971006200000005,0,Crew,JFK,BOM
FL1263,American Airlines,FN5169,2023-09-24 00:47:33,-38.826273136494876,-33.104998933333334,0,,FRA,DEL
FL1264,ANA,FN1987,2023-12-07 02:19:17,17.791675051644457,9.226925683333333,0,,SIN,HYD
FL1265,British Airways,FN7135,2022-10-05 23:21:25,29.157773763321217,9.234972833333334,0,Crew,JFK,DEL
FL1266,AirAsia,FN6697,2025-09-17 19:38:07,8.017606040580503,-5.147636950000001,0,,JFK,DXB
FL1267,Air India,FN5888,2023-04-02 00:07:35,-9.555083234064774,-3.8441031666666663,0,Crew,BLR,LAX
FL1268,Lufthansa,FN6671,2023-04-16 09:00:41,-15.812400958518573,-16.58073411666667,0,Weather,CDG,SIN
FL1269,Turkish Airlines,FN1256,2022-03-07 15:15:50,40.18878427643322,36.53540623333333,0,Weather,MAA,HYD
FL1270,Qatar Airways,FN1724,2025-05-09 01:46:20,35.070763361954256,23.125160549999997,0,Crew,HYD,BOM
FL1271,KLM,FN5739,2022-04-26 05:06:07,25.894125337458483,52.517654650000004,0,Weather,JFK,HYD
FL1272,Qatar Airways,FN5944,2025-10-09 11:40:30,-64.14933500381868,-71.10276383333333,0,Weather,SIN,FRA
FL1273,Japan Airlines,FN3869,2022-05-05 20:16:10,27.312163815416202,29.266483016666665,0,Crew,CDG,LAX
FL1274,KLM,FN6222,2025-10-06 13:52:38,21.134376201139265,17.0745984,0,Crew,LAX,JFK
FL1275,Qatar Airways,FN4692,2025-01-06 17:14:25,12.597693624186999,15.262535100000001,0,Technical,DXB,BLR
FL1276,British Airways,FN9683,2025-02-25 15:01:30,45.03346184979422,53.849774499999995,0,Weather,SIN,BLR
FL1277,United Airlines,FN2514,2022-06-11 16:22:34,20.128079862256065,18.949925366666665,0,,DXB,HYD
FL1278,IndiGo,FN2192,2025-05-23 21:57:06,-4.6281867221748065,-6.116559533333333,0,Weather,SIN,HYD
FL1279,Emirates,FN6455,2023-03-21 17:27:15,21.833564271348905,20.518797066666664,0,Technical,HKG,HKG
FL1280,Turkish Airlines,FN4350,2024-09-07 08:49:57,18.693245706892387,54.824257683333336,0,Crew,DEL,HYD
FL1281,United Airlines,FN6053,2024-08-12 19:25:46,36.13374110295077,36.243388116666665,0,Technical,HYD,LAX
FL1282,Emirates,FN7073,2024-08-19 11:39:33,46.036417664918346,44.915287066666664,0,Technical,LHR,LAX
FL1283,Singapore Airlines,FN7841,2022-10-26 00:35:25,-51.143736055335616,-61.265030716666665,0,Technical,DXB,DEL
FL1284,ANA,FN6530,2023-05-19 18:10:44,-46.12375763077567,-46.396459883333335,0,Technical,BLR,HYD
FL1285,United Airlines,FN3773,2024-08-01 06:07:30,10.552551375686551,40.69911106666667,0,Weather,HKG,JFK
FL1286,IndiGo,FN9584,2025-01-15 23:22:03,19.80782121292488,21.52131328333333,0,,SIN,LAX
FL1287,Qatar Airways,FN2113,2022-10-09 22:57:47,34.88216743550468,6.7151378,0,Weather,BOM,CDG
FL1288,Turkish Airlines,FN8916,2025-06-19 23:13:08,17.068436743256978,33.631414649999996,0,Crew,DEL,HYD
FL1289,Singapore Airlines,FN9777,2022-02-04 19:16:31,-34.35758737339525,-12.201276733333334,0,Technical,DEL,DEL
FL1290,Vistara,FN9591,2023-01-03 03:53:46,20.154892224832423,18.925573516666667,0,Weather,DEL,LAX
FL1291,American Airlines,FN2294,2023-12-27 09:43:58,28.983455983188545,68.04384885,0,Technical,HYD,HYD
FL1292,SpiceJet,FN1519,2023-04-08 10:55:18,15.455987651754855,24.17929645,1,,DXB,JFK
FL1293,GoAir,FN2354,2025-07-28 00:20:38,-3.780826986207323,-11.528492533333333,0,Crew,DXB,DXB
FL1294,IndiGo,FN4764,2022-07-15 19:13:46,34.91007449632737,27.0688171,0,Weather,DXB,CDG
FL1295,ANA,FN1539,2022-06-02 10:12:29,12.146987116581775,9.982125416666666,0,Weather,SIN,FRA
FL1296,SpiceJet,FN5903,2025-12-30 14:30:05,24.369394772391757,34.374326350000004,0,Weather,LHR,DEL
FL1297,Delta Airlines,FN7288,2025-10-18 19:40:52,41.12619832773697,38.47595234999999,0,Weather,FRA,HYD
FL1298,Vistara,FN8161,2023-12-10 01:57:18,1.9037519411988626,-7.7777038,0,Weather,HKG,SIN
FL1299,Delta Airlines,FN1485,2025-05-04 14:26:36,-3.328797802283347,7.3307096000000005,0,Technical,BOM,LHR
FL1300,GoAir,FN7227,2024-02-08 15:43:23,32.70965849936056,23.877178633333333,0,,HKG,JFK
FL1301,Singapore Airlines,FN3526,2022-05-31 02:59:12,36.088177603169804,61.42274548333333,0,Crew,HKG,FRA
FL1302,Vistara,FN2499,2023-10-11 13:07:57,22.403047096711028,55.55498428333333,0,,SIN,HKG
FL1303,GoAir,FN8061,2022-09-29 03:10:42,-13.21367597310719,-26.883496516666664,0,Crew,MAA,JFK
FL1304,ANA,FN2524,2022-07-03 12:53:08,-43.36160746712836,-15.9209428,0,,LAX,LAX
FL1305,American Airlines,FN2387,2023-08-21 15:03:58,29.630969690621733,33.797199633333335,0,,FRA,HKG
FL1306,Singapore Airlines,FN5933,2022-12-14 05:03:18,18.39905878959461,6.516723083333333,0,Technical,HYD,FRA
FL1307,Air France,FN2260,2024-05-12 10:54:49,83.37255938850478,90.31087711666667,0,Technical,JFK,BLR
FL1308,Lufthansa,FN2752,2025-06-16 07:07:10,13.281843838146786,29.1683432,0,Weather,MAA,HYD
FL1309,Lufthansa,FN6484,2024-02-18 11:59:53,24.430276952101394,32.78853731666667,0,Crew,MAA,DEL
FL1310,Air France,FN6147,2025-11-24 07:18:46,-13.714233663359359,-1.6422083,0,Weather,CDG,FRA
FL1311,Qatar Airways,FN6339,2024-10-02 20:58:01,66.460734894251,91.64203558333334,0,Crew,DXB,LHR
FL1312,Japan Airlines,FN9939,2025-02-28 07:16:28,57.79559879918191,55.12736365,0,Weather,MAA,HKG
FL1313,Lufthansa,FN5773,2024-08-03 07:37:59,-19.688144607757426,-16.574948416666665,1,,CDG,HKG
FL1314,Qatar Airways,FN5139,2025-07-21 11:01:32,11.671747368660839,33.08462015,0,Weather,HKG,HKG
FL1315,Japan Airlines,FN7566,2025-05-09 17:26:54,-40.77393889144458,-12.830684100000001,0,,SIN,DXB
FL1316,Turkish Airlines,FN2392,2024-01-07 19:32:53,5.2597630426303175,3.856547,0,,LAX,SIN
FL1317,IndiGo,FN7547,2025-08-18 22:18:24,-20.363131257805026,-40.18598133333333,0,Technical,HKG,HYD
FL1318,KLM,FN4621,2023-03-31 18:35:35,34.69511751885744,40.79488703333333,0,Crew,HKG,DXB
FL1319,AirAsia,FN6651,2025-11-15 18:13:17,-28.698826992231616,-43.125008566666665,0,,LHR,DXB
FL1320,AirAsia,FN6707,2022-06-25 04:13:33,-0.07354097870384635,29.961781900000002,0,Technical,JFK,BOM
FL1321,Vistara,FN8178,2023-12-15 17:20:11,2.2122594590918565,-15.334884833333332,0,Crew,LHR,JFK
FL1322,Delta Airlines,FN2791,2022-08-24 00:49:20,2.62770807742167,3.5368545333333334,0,Weather,LHR,BOM
FL1323,British Airways,FN8570,2023-11-09 20:23:00,-70.90659928824715,-66.72102228333333,0,Weather,SIN,HYD
FL1324,American Airlines,FN1478,2025-09-08 15:44:00,3.071964093739661,18.515059566666665,0,,HKG,DXB
FL1325,Emirates,FN5560,2025-12-14 07:49:13,65.46868284836036,87.36715828333334,0,,HYD,JFK
FL1326,Emirates,FN8496,2024-01-20 11:52:07,1.9333392833550835,-9.66454935,0,,FRA,BOM
FL1327,Turkish Airlines,FN7367,2025-08-01 11:24:38,87.20079409749582,93.0890706,0,,MAA,CDG
FL1328,GoAir,FN5873,2024-07-26 22:28:38,10.417878757388387,15.05600245,0,,DXB,FRA
FL1329,Vistara,FN3999,2023-05-04 11:07:06,15.942542823035648,18.77713665,0,Technical,FRA,BOM
FL1330,American Airlines,FN7931,2022-10-10 20:55:40,-7.20986020640709,-10.412744333333334,0,Weather,SIN,BLR
FL1331,GoAir,FN9022,2022-12-21 20:12:13,9.017401893520049,5.866030333333333,0,Technical,JFK,CDG
FL1332,Air India,FN8939,2022-04-20 13:04:19,-11.385373480314932,-4.788920066666666,0,Weather,BLR,BLR
FL1333,British Airways,FN8272,2024-04-17 17:54:11,2.350683477374342,29.9105783,0,Crew,HYD,DXB
FL1334,IndiGo,FN5503,2023-03-28 10:38:04,-69.52909425179035,-48.156491466666665,0,Weather,BLR,BOM
FL1335,KLM,FN2854,2024-10-11 20:00:53,47.382555774928875,21.281702283333335,0,,LAX,MAA
FL1336,IndiGo,FN8231,2024-01-22 19:44:06,-0.28062782241046236,-0.8522408166666666,0,,BOM,MAA
FL1337,IndiGo,FN8368,2023-05-22 10:50:21,-32.225350841534635,-38.892601150000004,0,Technical,HYD,DXB
FL1338,Japan Airlines,FN6744,2023-05-01 07:38:29,-23.317275363974865,7.966781283333333,1,,LHR,BOM
FL1339,IndiGo,FN6747,2023-02-28 07:32:04,38.070351794423836,62.143678216666665,0,,CDG,DXB
FL1340,Cathay Pacific,FN5380,2025-12-12 10:39:16,31.650161921297055,19.71438535,0,,MAA,FRA
FL1341,AirAsia,FN3174,2022-05-02 10:05:49,-5.735607988393209,6.605010433333334,0,Weather,CDG,BOM
FL1342,Air France,FN3329,2025-10-16 14:17:52,-26.663834266758364,-10.968857816666667,0,,BLR,SIN
FL1343,SpiceJet,FN7600,2022-06-04 23:04:10,2.7902380552559496,2.16792595,0,,CDG,MAA
FL1344,Japan Airlines,FN1040,2024-09-26 11:54:58,31.328799046104745,42.99274871666667,0,,SIN,MAA
FL1345,American Airlines,FN4568,2022-05-10 19:27:28,-0.8289849745723981,21.560962083333333,0,Crew,SIN,JFK
FL1346,Japan Airlines,FN3139,2023-11-23 19:55:37,-22.431899827996922,-8.192865716666667,0,,HYD,JFK
FL1347,Lufthansa,FN1266,2022-04-05 03:37:31,27.793037739051513,28.14984115,0,,JFK,HKG
FL1348,AirAsia,FN5945,2024-05-26 07:21:58,19.783990667263538,6.017287016666667,1,Weather,BLR,JFK
FL1349,GoAir,FN1848,2024-02-01 23:37:34,37.72081057620703,39.94727853333333,0,Crew,MAA,BOM
FL1350,SpiceJet,FN2559,2024-05-29 23:51:55,-5.681690615571185,15.053447766666666,0,,CDG,MAA
FL1351,Air India,FN1132,2024-11-29 16:12:15,-11.130310716282779,-27.257230166666666,0,Technical,HYD,JFK
FL1352,SpiceJet,FN2678,2023-04-14 13:56:49,-36.698875205717115,-22.608725933333336,0,,BOM,DXB
FL1353,AirAsia,FN2120,2022-09-30 23:21:32,-28.41288057488849,2.9090321500000003,0,,LHR,LHR
FL1354,AirAsia,FN7745,2023-12-21 07:45:25,-52.457882236511665,-22.01103671666667,0,,FRA,DEL
FL1355,Vistara,FN7291,2022-07-25 05:05:51,16.330524016078552,19.87982733333333,0,Technical,CDG,JFK
FL1356,Qatar Airways,FN5668,2025-08-13 03:04:02,-6.347572604268493,4.639469116666667,0,,DXB,LHR
FL1357,Cathay Pacific,FN1894,2023-01-22 14:15:47,8.870958927254549,30.42048715,0,Weather,CDG,MAA
FL1358,KLM,FN1197,2025-05-01 02:35:07,13.426829459861189,20.68135588333333,0,Technical,JFK,DXB
FL1359,ANA,FN3830,2024-05-11 13:18:15,-0.9083663664156756,3.2374492833333335,0,Crew,LHR,BLR
FL1360,IndiGo,FN1990,2023-06-21 07:51:17,19.234053066761774,-1.4184728166666667,0,Crew,HKG,BOM
FL1361,American Airlines,FN2350,2024-04-30 15:25:18,-30.445562663171387,-14.29660125,0,,LAX,MAA
FL1362,Emirates,FN3545,2022-06-11 18:36:57,15.125963143838256,17.3662131,0,,LAX,FRA
FL1363,SpiceJet,FN6081,2025-08-23 23:24:59,10.553017991961795,20.766743566666666,0,Crew,LHR,DXB
FL1364,Lufthansa,FN1901,2024-06-08 04:13:22,-6.192790409280846,-12.867361283333334,0,Technical,SIN,HYD
FL1365,Air India,FN3684,2022-01-26 04:59:44,15.875357652930447,6.199765983333333,0,Crew,CDG,SIN
FL1366,United Airlines,FN3079,2023-06-15 06:04:44,22.247582671434156,1.7088286,0,Technical,LHR,LAX
FL1367,KLM,FN2046,2024-05-29 09:54:09,40.87466911976931,52.96363135,0,Technical,SIN,BOM
FL1368,IndiGo,FN9185,2024-11-12 13:06:42,17.68089202941627,37.421256783333334,0,,SIN,FRA
FL1369,Qatar Airways,FN9336,2025-03-21 04:11:57,59.9642333338773,80.17978431666667,0,,BLR,LHR
FL1370,GoAir,FN1579,2024-02-24 05:27:51,-45.226226939949356,-59.41988143333333,0,,DEL,DEL
FL1371,British Airways,FN6241,2023-10-22 09:02:20,-8.744557330870364,-3.3531915833333334,0,Technical,HKG,SIN
FL1372,Qatar Airways,FN9450,2022-04-18 06:31:47,25.52977061407369,19.643613416666668,0,,BOM,FRA
FL1373,SpiceJet,FN8483,2023-09-29 11:54:59,15.60300293431235,9.272258950000001,0,,DXB,BOM
FL1374,Lufthansa,FN7033,2025-06-29 08:49:55,-8.345534089758448,-24.445450549999997,0,,LHR,HYD
FL1375,AirAsia,FN1104,2025-01-24 08:55:29,-17.69699738332713,-32.97226646666667,0,Crew,JFK,HKG
FL1376,Delta Airlines,FN1023,2025-11-21 00:20:57,-19.27619758931998,1.5284293666666666,0,Crew,DEL,HYD
FL1377,Air France,FN1981,2023-05-03 15:17:06,-18.48196666495829,26.0037643,0,Weather,SIN,SIN
FL1378,United Airlines,FN8511,2024-11-30 15:02:20,24.799537026426677,32.57207888333333,0,,SIN,MAA
FL1379,Japan Airlines,FN2020,2024-03-18 02:43:28,-15.750733405436407,-0.24608521666666666,0,Crew,FRA,BOM
FL1380,Delta Airlines,FN6211,2023-10-08 14:18:25,-7.269134787133218,-0.43898756666666666,0,Crew,CDG,BLR
FL1381,AirAsia,FN2731,2025-04-12 03:58:03,86.80253614806384,90.36163764999999,0,Weather,MAA,HYD
FL1382,Lufthansa,FN6051,2024-01-04 07:33:35,44.47819978857027,38.93055341666666,0,Crew,JFK,JFK
FL1383,IndiGo,FN4522,2023-09-16 21:57:56,8.95034528509115,40.512354816666665,0,Technical,MAA,BOM
FL1384,IndiGo,FN5896,2024-03-22 18:41:40,-8.809011733633021,23.377716633333332,1,Technical,BLR,BOM
FL1385,Vistara,FN8570,2025-01-31 09:05:48,31.232558063664264,27.795556433333335,0,,BLR,DEL
FL1386,Emirates,FN7563,2023-04-01 04:45:33,28.972232171665627,48.56054891666667,0,Technical,HKG,HKG
FL1387,Air India,FN2056,2023-06-15 02:43:48,28.654298866515894,10.100928066666667,0,Weather,CDG,CDG
FL1388,IndiGo,FN8552,2023-11-11 04:27:39,-11.814115274746058,-10.5268948,0,,CDG,JFK
FL1389,American Airlines,FN7990,2024-10-13 01:04:24,7.7669971269986116,22.077078583333332,0,Weather,BLR,FRA
FL1390,Turkish Airlines,FN5026,2022-11-01 01:15:41,15.331030027997615,0.30086465,0,Technical,LHR,HYD
FL1391,AirAsia,FN7868,2023-07-27 13:56:42,21.405935530178894,35.56472171666667,0,Weather,JFK,DXB
FL1392,American Airlines,FN6883,2025-01-18 00:42:39,26.793713437931196,48.00542431666667,0,Crew,CDG,HKG
FL1393,American Airlines,FN5430,2024-10-25 11:42:33,35.01766463646712,46.90536581666667,0,Weather,LAX,HKG
FL1394,Air France,FN9674,2023-07-30 02:07:59,7.895028656240589,-12.01938535,0,Technical,DEL,LHR
FL1395,Singapore Airlines,FN9743,2025-09-07 08:46:48,22.888546573977578,31.003861883333332,0,,HKG,FRA
FL1396,GoAir,FN3885,2024-03-06 12:55:04,18.147365115861206,3.9961364833333333,1,Weather,HKG,HYD
FL1397,United Airlines,FN3328,2025-04-26 01:01:37,-22.43169621224787,-1.6344034166666668,0,,FRA,LHR
FL1398,SpiceJet,FN1920,2024-10-01 01:22:55,8.813345384300348,24.03585585,0,Weather,HYD,HKG
FL1399,Emirates,FN3137,2023-11-11 22:21:35,10.849551283913835,16.295893383333333,0,Technical,FRA,HYD
FL1400,AirAsia,FN3320,2022-05-02 00:47:52,38.14851417927993,35.40784325,0,,SIN,BLR
FL1401,Japan Airlines,FN2655,2025-09-18 14:24:11,12.8836233082295,10.949493983333333,0,Technical,LAX,LHR
FL1402,Air France,FN6198,2024-06-13 23:16:29,-3.034886822969467,-2.6724686666666666,0,Weather,MAA,LHR
FL1403,GoAir,FN7199,2023-04-03 21:26:34,16.664013149011385,14.482783816666666,0,Technical,SIN,LAX
FL1404,American Airlines,FN1530,2022-01-04 20:51:22,47.672683767205626,39.25357423333333,0,Weather,SIN,SIN
FL1405,Air France,FN3304,2025-03-04 03:47:25,4.393850675159229,2.7978848,0,Technical,FRA,LHR
FL1406,SpiceJet,FN6500,2022-12-10 23:09:46,53.40933653061199,61.357658183333335,1,Crew,SIN,BOM
FL1407,Vistara,FN1020,2023-12-19 09:20:40,40.95533618405905,23.671930583333335,0,,DEL,MAA
FL1408,American Airlines,FN6754,2024-04-27 17:57:09,18.011507976077766,36.355969916666666,1,,DXB,JFK
FL1409,Qatar Airways,FN3664,2025-03-29 23:42:03,12.468519678262727,33.4507253,0,Crew,DXB,BOM
FL1410,Vistara,FN2215,2023-10-15 09:30:26,-5.518653503011166,20.6215581,0,Technical,BOM,HKG
FL1411,Turkish Airlines,FN8909,2022-07-10 12:18:15,78.9669437085775,78.5243653,0,,BLR,DXB
FL1412,Vistara,FN6424,2022-11-18 01:56:59,-3.365075642023154,23.43569151666667,0,Weather,DXB,CDG
FL1413,Cathay Pacific,FN5872,2025-01-11 09:39:28,57.38716437192137,54.54426396666667,0,Weather,HYD,DXB
FL1414,IndiGo,FN6911,2024-10-02 05:35:31,-2.6056045128757184,-1.83237365,0,,BOM,DEL
FL1415,Emirates,FN2589,2025-05-14 17:29:17,-30.33351533102831,-39.11329453333334,0,,DXB,BOM
FL1416,Cathay Pacific,FN7512,2024-08-27 04:12:19,-20.124223002562037,-26.641186483333335,1,Crew,HYD,BLR
FL1417,United Airlines,FN7249,2024-03-04 06:43:52,8.959453378396564,17.47267436666667,0,Technical,JFK,CDG
FL1418,Singapore Airlines,FN2009,2023-06-24 08:14:14,56.515014784422306,46.53970416666667,0,Weather,BLR,JFK
FL1419,British Airways,FN4727,2023-12-06 19:42:48,39.52967195429751,41.31983928333333,0,,HKG,SIN
FL1420,Japan Airlines,FN4860,2025-01-01 17:17:16,8.516088710427011,23.6383811,0,Crew,DEL,DXB
FL1421,KLM,FN3415,2024-10-25 20:47:50,-23.681660646868956,-12.94551445,0,,MAA,BOM
FL1422,IndiGo,FN7936,2023-01-30 04:35:39,14.993566246391683,27.3803352,1,,HKG,JFK
FL1423,Delta Airlines,FN2097,2025-05-03 09:23:21,18.675059317234542,60.50456141666667,0,,CDG,DXB
FL1424,Lufthansa,FN1202,2023-07-20 18:55:16,-9.132199527539477,-12.097153850000002,0,,DXB,LAX
FL1425,Japan Airlines,FN2641,2022-11-03 05:23:44,-8.69421579274293,-12.026372583333334,0,,FRA,LAX
FL1426,British Airways,FN5327,2025-01-01 12:31:11,-9.121613819195531,13.713634149999999,0,Crew,FRA,HKG
FL1427,American Airlines,FN3356,2022-12-19 10:01:39,52.61512743969565,49.05393303333334,0,,CDG,JFK
FL1428,IndiGo,FN8785,2023-11-10 08:38:59,-14.970667193126861,-2.89943385,0,Technical,FRA,CDG
FL1429,Air France,FN2609,2023-09-29 10:12:25,-6.566691328429137,7.927285933333334,0,Weather,LHR,DEL
FL1430,British Airways,FN2462,2023-10-20 09:48:33,16.08769062553899,-1.6484710999999999,0,Weather,BLR,MAA
FL1431,IndiGo,FN9442,2024-11-23 13:36:49,56.42515603990185,88.36332113333333,0,Weather,JFK,HYD
FL1432,Air India,FN3846,2024-12-09 20:42:17,-8.383660714531587,-9.199184116666666,0,Weather,BOM,MAA
FL1433,Singapore Airlines,FN7035,2024-01-09 07:14:57,18.57596172174715,28.592813566666667,0,Crew,HYD,DEL
FL1434,Air France,FN8308,2023-05-11 13:33:39,29.756328180184912,64.90939626666666,0,Weather,LAX,DXB
FL1435,Cathay Pacific,FN1449,2023-06-14 03:17:27,4.691583175178518,-2.2828755000000003,0,Crew,JFK,FRA
FL1436,Qatar Airways,FN4387,2023-03-15 08:03:32,-31.379576840435817,-37.34352743333333,0,Technical,DEL,BLR
FL1437,Air France,FN3167,2025-10-29 00:19:26,9.006190813786088,40.92455876666667,0,Weather,CDG,DXB
FL1438,Singapore Airlines,FN7943,2023-09-18 23:24:05,-5.528338971085143,2.8284803000000003,0,Crew,FRA,HKG
FL1439,Turkish Airlines,FN7506,2025-10-18 18:57:21,9.507313117817437,32.33321221666667,0,,LHR,JFK
FL1440,Turkish Airlines,FN5631,2024-02-06 20:26:31,85.80797277620864,82.84494118333333,1,Technical,BOM,DEL
FL1441,Delta Airlines,FN5536,2023-07-21 23:19:24,-4.683183275546664,15.979229883333334,0,Technical,CDG,BOM
FL1442,IndiGo,FN7620,2024-11-25 08:44:56,30.456744688789342,63.15735456666666,0,Technical,CDG,SIN
FL1443,British Airways,FN7628,2023-08-29 09:26:43,27.517845559778916,27.1284642,0,Crew,CDG,BLR
FL1444,Qatar Airways,FN9759,2023-01-24 12:29:39,27.71964492076928,49.350198633333335,1,Crew,SIN,DEL
FL1445,GoAir,FN5813,2025-09-08 20:19:30,34.61446543592092,47.2235759,0,,CDG,LHR
FL1446,Delta Airlines,FN2463,2025-02-18 06:39:55,42.00024068767462,64.53967455,0,Weather,JFK,BLR
FL1447,Singapore Airlines,FN5817,2023-11-10 13:31:57,51.46476973112581,66.19541805,0,Crew,LHR,HYD
FL1448,SpiceJet,FN8736,2025-04-03 22:35:50,4.9864575904943695,12.187162883333334,0,Weather,BOM,JFK
FL1449,IndiGo,FN3470,2023-09-04 15:02:26,46.19526899525071,38.941233933333336,0,Weather,LAX,BOM
FL1450,Delta Airlines,FN3954,2024-07-26 05:12:52,21.060199266187034,20.160117083333333,0,,HYD,LHR
FL1451,Lufthansa,FN5481,2022-04-29 00:10:17,10.862344688044525,35.039122633333335,0,Weather,JFK,LHR
FL1452,AirAsia,FN8105,2024-09-29 03:12:19,15.732972040597101,21.429520266666668,0,Crew,HKG,HKG
FL1453,United Airlines,FN1230,2024-12-29 07:15:37,-30.79568422939758,-14.601880733333333,0,Technical,DXB,DXB
FL1454,Qatar Airways,FN6641,2025-07-07 09:03:33,29.364525434232263,66.81334628333333,0,Technical,HKG,LAX
FL1455,IndiGo,FN5885,2022-12-09 02:22:37,0.7666529514099754,9.053907866666666,0,Technical,BLR,BOM
FL1456,Delta Airlines,FN9031,2024-06-07 04:52:16,17.481510511322657,46.1433097,0,Technical,JFK,SIN
FL1457,AirAsia,FN4460,2023-04-13 08:10:02,7.141134028391437,16.326456916666665,0,,HKG,HYD
FL1458,American Airlines,FN5190,2025-08-25 01:21:37,28.236895291496175,36.036032133333336,0,,FRA,LAX
FL1459,IndiGo,FN2897,2025-08-31 00:43:07,-3.3930084365158475,4.518341449999999,0,Crew,FRA,DEL
FL1460,Emirates,FN1152,2025-12-08 05:34:30,42.20895249579316,31.811223,0,Technical,JFK,DXB
FL1461,AirAsia,FN7862,2025-06-29 22:03:01,13.98909022440628,8.487278,0,,DXB,CDG
FL1462,Emirates,FN4272,2022-08-06 18:07:19,45.851398867745274,28.003595299999997,0,Technical,LAX,SIN
FL1463,ANA,FN9132,2022-11-25 01:26:04,-6.767655418147651,3.8905227,0,Weather,LAX,HYD
FL1464,Vistara,FN9095,2025-10-07 03:14:25,56.965720877030215,60.97946696666667,0,Weather,SIN,JFK
FL1465,Qatar Airways,FN8483,2022-07-27 09:19:00,-6.655985800795953,26.56137023333333,0,Technical,BOM,HKG
FL1466,United Airlines,FN6123,2022-03-22 10:34:45,-33.44041701248732,-61.42250636666667,0,Crew,MAA,JFK
